"1998","Num studies:1","","2000","Num studies:1","","2001","Num studies:1","","2002","Num studies:2","","2003","Num studies:5","","2004","Num studies:4","","2005","Num studies:8","","2006","Num studies:5","","2007","Num studies:3","","2008","Num studies:11","","2009","Num studies:13","","2010","Num studies:14","","2011","Num studies:12","","2012","Num studies:18","","2013","Num studies:17","","2014","Num studies:19","","2015","Num studies:14","","2016","Num studies:30","","2017","Num studies:32","","2018","Num studies:21","","2019","Num studies:35","","2020","Num studies:20","","2021","Num studies:2","","No Start Date","Num studies:4",""
"","","","","","","","","","","","","","","","","","","once",1,"0.08116883116883117%","","","","skills",1,"0.015812776723592662%","once",1,"0.09881422924901186%","partly",1,"0.04027386226339106%","increased",1,"0.030921459492888066%","completed",1,"0.052083333333333336%","last",2,"0.01489835700362016%","lead",1,"0.026616981634282673%","endpoints",2,"0.005075369233111709%","initiating",1,"0.01289324394017535%","parietal",4,"0.02412930984359556%","classification",3,"0.013550235017626321%","performed",3,"0.06737992722614738%","approaches",5,"0.029357005331283003%","neuron",2,"0.05434782608695652%","","","","restricts",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","daily",1,"0.08116883116883117%","","","","reduced",1,"0.015812776723592662%","enters",1,"0.09881422924901186%","explain",1,"0.04027386226339106%","ttr",1,"0.030921459492888066%","protocol",1,"0.052083333333333336%","attended",2,"0.015873015873015872%","significant",1,"0.026616981634282673%","standard",2,"0.005075369233111709%","continuous",1,"0.01289324394017535%","visuospatial",4,"0.03227973982690964%","significant",3,"0.01651246428712347%","program",3,"0.08984725965858041%","structural",5,"0.0429683580186604%","tangles",2,"0.047335203366058905%","","","","atypical",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","clinicians",1,"0.08116883116883117%","","","","anxiety",1,"0.015812776723592662%","substance",1,"0.09881422924901186%","atypical",1,"0.04027386226339106%","vacht",1,"0.030921459492888066%","adg",1,"0.052083333333333336%","four",2,"0.01489835700362016%","improvements",1,"0.026616981634282673%","particular",2,"0.030093485112560263%","rated",1,"0.01289324394017535%","activities",4,"0.055968573732641386%","diagnosed",3,"0.06606254621227398%","aerobic",3,"0.06930905208181663%","detect",5,"0.03487895056320142%","still",2,"0.050109692859992026%","","","","antipsychotics",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","masked",1,"0.08116883116883117%","","","","disruptive",1,"0.015812776723592662%","kinase",1,"0.09881422924901186%","features",1,"0.04027386226339106%","ach",1,"0.030921459492888066%","08-01",1,"0.052083333333333336%","involved",2,"0.08404000869754294%","zydena",1,"0.18382352941176472%","monocentric",2,"0.005075369233111709%","rating",1,"0.01289324394017535%","daily",4,"0.055968573732641386%","deficiency",3,"0.03672924197868475%","performance",3,"0.048770844505052875%","frequent",5,"0.04717309081537731%","prevent",2,"0.04196681245176228%","","","","advantages",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","assignment",1,"0.08116883116883117%","","","","family",1,"0.015812776723592662%","c",1,"0.09881422924901186%","difficulties",1,"0.04027386226339106%","suggest",1,"0.030921459492888066%","approximately",1,"0.052083333333333336%","initial",2,"0.02240410052910053%","udenafil",1,"0.18382352941176472%","mémoire",2,"0.005075369233111709%","cdr",1,"0.01289324394017535%","location",4,"0.01735272967144876%","serum",3,"0.02727621794751728%","method",3,"0.06445564279854682%","reducing",5,"0.050438097962638005%","vesicles",2,"0.05434782608695652%","","","","neuroleptics",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","after",1,"0.08116883116883117%","","","","peers",1,"0.015812776723592662%","understand",1,"0.09881422924901186%","present",1,"0.04027386226339106%","enhancement",1,"0.030921459492888066%","70",1,"0.052083333333333336%","interventions",2,"0.017564853786690877%","positive",1,"0.18382352941176472%","ressources",2,"0.005075369233111709%","categorical",1,"0.01289324394017535%","four",4,"0.013273629271145828%","cost-utility",3,"0.014534883720930232%","breathing",3,"0.04651223355078974%","phase",5,"0.05588159181046371%","comprised",2,"0.03575024237452457%","","","","enhance",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","final",1,"0.08116883116883117%","","","","however",1,"0.015812776723592662%","works",1,"0.09881422924901186%","uses",1,"0.04027386226339106%","neurotransmission",1,"0.030921459492888066%","additionally",1,"0.052083333333333336%","burden",2,"0.02240410052910053%","double",1,"0.18382352941176472%","recherche",2,"0.005075369233111709%","adherence",1,"0.01289324394017535%","oculomotor",4,"0.014245014245014244%","represent",3,"0.03470408741425863%","ocular",3,"0.02073398299813394%","treatments",5,"0.040335852860484425%","proteins",2,"0.04196681245176228%","","","","neuronal",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","participant",1,"0.08116883116883117%","","","","quality",1,"0.015812776723592662%","pharmacological",1,"0.02504382669671926%","multidisciplinary",1,"0.04027386226339106%","anxiety",1,"0.030921459492888066%","while",1,"0.052083333333333336%","behavioral",2,"0.015873015873015872%","placebo-controlled",1,"0.18382352941176472%","volunteers",2,"0.005075369233111709%","12",1,"0.01289324394017535%","able",4,"0.02110765327444404%","pharmacological",3,"0.023691518341177525%","several",3,"0.052395282117390404%","assessed",5,"0.02835457771602362%","interact",2,"0.04196681245176228%","","","","transmission",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","involvement",1,"0.08116883116883117%","","","","fails",1,"0.015812776723592662%","reached",1,"0.02504382669671926%","approach",1,"0.04027386226339106%","passive",1,"0.030921459492888066%","apoe",1,"0.052083333333333336%","follow",2,"0.025742775742775743%","multicenter",1,"0.18382352941176472%","ii",2,"0.04067650994073587%","instruments",1,"0.01289324394017535%","influence",4,"0.04624916205798559%","behavioral",3,"0.01648340074148972%","pathologies",3,"0.02099419864821092%","applied",5,"0.023335232111835327%","factors",2,"0.029882472090065476%","","","","increasing",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","","","","","","","meet",1,"0.015812776723592662%","using",1,"0.02504382669671926%","followup",1,"0.04027386226339106%","avoidance",1,"0.030921459492888066%","genotyping",1,"0.052083333333333336%","university",2,"0.02240410052910053%","repetitive",1,"0.03819709702062643%","developing",2,"0.014105064604988475%","endpoint",1,"0.01289324394017535%","similar",4,"0.023226953098279948%","central",3,"0.016727090517876617%","relationship",3,"0.05352458759452197%","aetcc",5,"0.039032006245121%","signaling",2,"0.05434782608695652%","","","","availability",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","","","","","","","standards",1,"0.015812776723592662%","where",1,"0.02504382669671926%","order",1,"0.04027386226339106%","immune",1,"0.030921459492888066%","generated",1,"0.052083333333333336%","documented",2,"0.015873015873015872%","magnetic",1,"0.03819709702062643%","application",2,"0.005075369233111709%","was",1,"0.01289324394017535%","surgery",4,"0.017660044150110375%","platform",3,"0.02500625156289072%","particularly",3,"0.025733085618237384%","evaluated",5,"0.03529873819510581%","cell",2,"0.05434782608695652%","","","","acetylcholine",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","","","","","","","providers",1,"0.015812776723592662%","neither",1,"0.02504382669671926%","picture",1,"0.04027386226339106%","system",1,"0.030921459492888066%","diagnosing",1,"0.052083333333333336%","calls",2,"0.015873015873015872%","superior",1,"0.03819709702062643%","contemplation",2,"0.005075369233111709%","diagnostic",1,"0.01289324394017535%","interview",4,"0.02386262663993799%","nursing",3,"0.014534883720930232%","cerebral",3,"0.05102503628447025%","social",5,"0.02089048488718823%","tissue",2,"0.05434782608695652%","","","","muscarinic",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","","","","","","","recruit",1,"0.015812776723592662%","nor",1,"0.02504382669671926%","sporadic",1,"0.04027386226339106%","inflammatory",1,"0.030921459492888066%","tracking",1,"0.052083333333333336%","considered",2,"0.02240410052910053%","severity",1,"0.03819709702062643%","materials",2,"0.005075369233111709%","work",1,"0.01289324394017535%","procedure",4,"0.017660044150110375%","place",3,"0.03391472868217054%","potential",3,"0.028844436915385074%","given",5,"0.02799292566775403%","short",2,"0.029882472090065476%","","","","nicotinic",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","","","","","","","180",1,"0.015812776723592662%","know",1,"0.02504382669671926%","multicentric",1,"0.04027386226339106%","chemokines",1,"0.030921459492888066%","reliable",1,"0.03346720214190094%","messages",2,"0.015873015873015872%","enroll",1,"0.03819709702062643%","behavior",2,"0.009640461802435534%","entering",1,"0.01289324394017535%","access",4,"0.014981144223693892%","interest",3,"0.04198224616302807%","some",3,"0.024968102724104456%","temt",5,"0.02700513097488523%","body",2,"0.04196681245176228%","","","","receptors",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","","","","","","","placed",1,"0.015812776723592662%","receiving",1,"0.02504382669671926%","setting",1,"0.04027386226339106%","excessive",1,"0.030921459492888066%","predementia",1,"0.03346720214190094%","via",2,"0.025742775742775743%","40",1,"0.03819709702062643%","dimensions",2,"0.005075369233111709%","reveal",1,"0.01289324394017535%","surgeon",4,"0.017660044150110375%","games",3,"0.014534883720930232%","techniques",3,"0.02099419864821092%","markers",5,"0.05308959688575261%","proposed",2,"0.07205897357412508%","","","","findings",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","","","","","","","receive",1,"0.015812776723592662%","randomly",1,"0.02504382669671926%","another",1,"0.04027386226339106%","stimulation",1,"0.030921459492888066%","considered",1,"0.03346720214190094%","protocol",2,"0.017564853786690877%","arms",1,"0.03819709702062643%","via",2,"0.03858671129283559%","wise",1,"0.01289324394017535%","performing",4,"0.017660044150110375%","allow",3,"0.029937277393672742%","three",3,"0.028844436915385074%","month",5,"0.02409694913650917%","bbb",2,"0.12345679012345678%","","","","researchers",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","","","","","","","programs",1,"0.015812776723592662%","assigned",1,"0.02504382669671926%","describe",1,"0.04027386226339106%","astrocyte",1,"0.030921459492888066%","priority",1,"0.03346720214190094%","additionally",2,"0.018538713195201745%","proportion",1,"0.03819709702062643%","production",2,"0.005075369233111709%","category",1,"0.01289324394017535%","neurosurgeon",4,"0.017660044150110375%","out",3,"0.027668969629675324%","become",3,"0.022295795477827302%","span",5,"0.03029674446117987%","disruption",2,"0.12345679012345678%","","","","play",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","","","","","","","begin",1,"0.015812776723592662%","keep",1,"0.02504382669671926%","disability",1,"0.04027386226339106%","microglia",1,"0.030921459492888066%","modifying",1,"0.03346720214190094%","requires",2,"0.015873015873015872%","eligibility",1,"0.03819709702062643%","experience",2,"0.005075369233111709%","normal",1,"0.01289324394017535%","20",4,"0.023079369036736075%","step",3,"0.03391472868217054%","recent",3,"0.059135490201721375%","additional",5,"0.014014903548222251%","0",2,"0.0644369541083156%","","","","important",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","","","","","","","ability",1,"0.015812776723592662%","allocation",1,"0.02504382669671926%","caregivers",1,"0.04027386226339106%","around",1,"0.030921459492888066%","focus",1,"0.03346720214190094%","volunteers",2,"0.15413533834586468%","stage",1,"0.03819709702062643%","approach",2,"0.005075369233111709%","third",1,"0.01289324394017535%","subject",4,"0.013254343615372397%","female",3,"0.019081863290423974%","gap",3,"0.025669359306177388%","leading",5,"0.03776501515965284%","prospective",2,"0.08466417487824215%","","","","role",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","","","","","","","orientation",1,"0.015812776723592662%","necessary",1,"0.02504382669671926%","150",1,"0.046061722708429294%","plaque",1,"0.030921459492888066%","morphological",1,"0.03346720214190094%","repeated",2,"0.017564853786690877%","mmse",1,"0.03819709702062643%","analytical",2,"0.005075369233111709%","edition",1,"0.01289324394017535%","midline",4,"0.017660044150110375%","condition",3,"0.025959826105174943%","pathological",3,"0.06301015608630164%","underlying",5,"0.02468518936298641%","sessions",2,"0.0644369541083156%","","","","7-10",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","","","","","","","surface",1,"0.015812776723592662%","means",1,"0.02504382669671926%","respectively",1,"0.046061722708429294%","experimental",1,"0.030921459492888066%","hippocampal",1,"0.03346720214190094%","standard",2,"0.018538713195201745%","range",1,"0.03819709702062643%","aimed",2,"0.005075369233111709%","sigla",1,"0.01289324394017535%","transverse",4,"0.017660044150110375%","participating",3,"0.01797904714905517%","novel",3,"0.03271910279996533%","available",5,"0.030227648134919058%","evaluated",2,"0.08660401695227565%","","","","other",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","","","","","","","scalp",1,"0.015812776723592662%","active",1,"0.02504382669671926%","must",1,"0.046061722708429294%","autoimmune",1,"0.030921459492888066%","formation",1,"0.03346720214190094%","outcomes",2,"0.01489835700362016%","20",1,"0.03819709702062643%","components",2,"0.026352878710387717%","mentis",1,"0.01289324394017535%","stomach",4,"0.017660044150110375%","end",3,"0.01797904714905517%","observed",3,"0.05128525193454723%","central",5,"0.025833354593046125%","disorder",2,"0.03355704697986577%","","","","system",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","","","","","","","same",1,"0.015812776723592662%","drugs",1,"0.02504382669671926%","fulfill",1,"0.046061722708429294%","encephalitis",1,"0.030921459492888066%","deficits",1,"0.03346720214190094%","attrition",2,"0.015873015873015872%","years-old",1,"0.03819709702062643%","communication",2,"0.03584881053261182%","cura",1,"0.01289324394017535%","right",4,"0.025836824796143625%","social",3,"0.017028197107756472%","resolution",3,"0.021254414298287908%","key",5,"0.02356456759036302%","affecting",2,"0.03355704697986577%","","","","abnormalities",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","","","","","","","3",1,"0.015812776723592662%","hypotheses",1,"0.02504382669671926%","exclusion",1,"0.046061722708429294%","critical",1,"0.030921459492888066%","initially",1,"0.03346720214190094%","rate",2,"0.018538713195201745%","doses",1,"0.03819709702062643%","cornell",2,"0.005075369233111709%","revealed",1,"0.01289324394017535%","thus",4,"0.08146084802904062%","association",3,"0.016727090517876617%","hyperspectral",3,"0.02073398299813394%","role",5,"0.03203333461379846%","almost",2,"0.03355704697986577%","","","","piperidine-based",1,"0.021204410517387615%"
