"1988","Num studies:1","","1994","Num studies:1","","1995","Num studies:6","","1996","Num studies:3","","1997","Num studies:3","","1998","Num studies:4","","1999","Num studies:11","","2000","Num studies:20","","2001","Num studies:18","","2002","Num studies:18","","2003","Num studies:39","","2004","Num studies:45","","2005","Num studies:42","","2006","Num studies:54","","2007","Num studies:92","","2008","Num studies:86","","2009","Num studies:111","","2010","Num studies:87","","2011","Num studies:85","","2012","Num studies:90","","2013","Num studies:85","","2014","Num studies:83","","2015","Num studies:100","","2016","Num studies:93","","2017","Num studies:73","","2018","Num studies:87","","2019","Num studies:72","","2020","Num studies:40","","2021","Num studies:38","","2022","Num studies:6","","No Start Date","Num studies:19",""
"","","","","","","reached",1,"0.04208754208754209%","enactment",1,"0.0574712643678161%","total",1,"0.18832391713747645%","","","","objective",2,"0.3897596656217346%","means",2,"0.04672897196261682%","aim",3,"0.06111015998021648%","caucasians",3,"0.05611672278338945%","receiving",5,"0.03127196005363581%","objectives",5,"0.024038360366114914%","type",5,"0.13212733897710016%","characteristics",7,"0.029760453572067094%","design",9,"0.025326931522806392%","activity",7,"0.05944815201620388%","progressive",11,"0.03507336771488338%","four",8,"0.12195706378833522%","developed",9,"0.05324032886981568%","year",11,"0.04009725455377424%","approximately",14,"0.049634213132467964%","frontotemporal",9,"0.04107623409713508%","randomly",15,"0.06056323883756495%","visit",11,"0.03768145858807825%","participate",11,"0.033888651760776614%","dysfunction",13,"0.058130378069343465%","staff",11,"0.02690931324641909%","objectives",6,"0.04502085995967307%","systems",6,"0.029618743545940473%","single-dose",2,"0.27100271002710025%","rate",3,"0.06837159233074394%"
"","","","","","","took",1,"0.04208754208754209%","burgio",1,"0.0574712643678161%","2632",1,"0.18832391713747645%","","","","relationship",2,"0.45735707591377694%","event",2,"0.03440201357512739%","raloxifene",3,"0.07062146892655367%","health",3,"0.04808557251085986%","differences",5,"0.05339545497916539%","measured",5,"0.0596406516361299%","aim",5,"0.08268745899708402%","sam-531",7,"0.2887028755621807%","training",9,"0.03574295430331159%","5",7,"0.04572265920028359%","genetic",11,"0.027762502131767848%","number",8,"0.03450709031271395%","identify",9,"0.03718913147608708%","stimulation",11,"0.04636621654603391%","diagnostic",14,"0.06746023646994312%","analysis",9,"0.04716506567138268%","when",15,"0.038958871633110986%","management",11,"0.03099455673892608%","year",11,"0.02030071974170854%","functioning",13,"0.05827287794161149%","dancing",11,"0.033577533577533576%","specific",6,"0.07786450466513264%","ability",6,"0.03915155299472739%","absorption",2,"0.27100271002710025%","parallel",3,"0.05981039955902486%"
"","","","","","","completed",1,"0.04208754208754209%","et",1,"0.0574712643678161%","black",1,"0.18832391713747645%","","","","respiratory",2,"0.11435105774728416%","reports",2,"0.04672897196261682%","approved",3,"0.11168046248850347%","americans",3,"0.05611672278338945%","least",5,"0.024393096255444436%","therefore",5,"0.0552456282640392%","functioning",5,"0.03704914521903058%","pk",7,"0.27753415610312754%","methylphenidate",9,"0.019547050427877154%","hypothesis",7,"0.0378460123863252%","20",11,"0.05844339912252952%","only",8,"0.03440311256389828%","expected",9,"0.03248632602876278%","cognition",11,"0.05545057993002692%","however",14,"0.02477677588787877%","according",9,"0.03664756503755321%","designed",15,"0.1984427018432261%","mm",11,"0.014970109559304693%","enrolled",11,"0.07843282651615427%","pbm",13,"0.021909866181278864%","empagliflozin",11,"0.020985958485958484%","oscillations",6,"0.030303030303030304%","terms",6,"0.03243328314620301%","excretion",2,"0.27100271002710025%","block",3,"0.04019785938727415%"
"","","","","","","blinded",1,"0.04208754208754209%","al",1,"0.0574712643678161%","white",1,"0.18832391713747645%","","","","parameters",2,"0.11435105774728416%","exam",2,"0.046838664385064274%","clinic",3,"0.08273678867588197%","evaluated",3,"0.1314969099390061%","provided",5,"0.030087385793590445%","comparison",5,"0.07299287279066666%","10",5,"0.03356018104037656%","pharmacokinetic",7,"0.1751616457921181%","dopamine",9,"0.018217148409035707%","brief",7,"0.021912645688999876%","its",11,"0.033452381043818646%","examination",8,"0.019227894280321896%","aerobic",9,"0.013268465280849183%","image",11,"0.038850613926271385%","home",14,"0.023640484294598654%","attention",9,"0.024052573866617275%","depression",15,"0.03156269150896611%","preliminary",11,"0.054875489749872004%","stress",11,"0.04564894039538895%","factors",13,"0.08255062651684468%","counselor",11,"0.014291653674254235%","networks",6,"0.10380285909946926%","living",6,"0.07487977036773459%","mass",2,"0.27100271002710025%","monitors",3,"0.05124920678730577%"
"","","","","","","enter",1,"0.04208754208754209%","2001",1,"0.0574712643678161%","aged",1,"0.18832391713747645%","","","","polysomnography",2,"0.11435105774728416%","adas",2,"0.046838664385064274%","times",3,"0.06829417397355196%","inhibitor",3,"0.263947327411563%","beliefs",5,"0.0333000333000333%","additional",5,"0.021084851310295437%","hormone",5,"0.05642067253441661%","talk",7,"0.01886894172192571%","formulation",8,"0.11001017866006425%","them",7,"0.029101289698339073%","number",11,"0.03661940826596568%","depression",8,"0.022250137952388258%","dual-task",9,"0.013268465280849183%","your",11,"0.007089456045372518%","being",14,"0.050290775527846054%","followed",9,"0.030202463673954388%","task",15,"0.03618451321177784%","state",11,"0.06882842980633824%","progressive",11,"0.047432736800013295%","protein",13,"0.07145200859565592%","call",11,"0.014291653674254235%","significant",6,"0.05156929943064322%","loss",6,"0.008240852653554554%","balance",2,"0.27100271002710025%","event",3,"0.06157616196643121%"
"","","","","","","open-label",1,"0.04208754208754209%","because",1,"0.0574712643678161%","70",1,"0.18832391713747645%","","","","approved",2,"0.07436061222129632%","activities",2,"0.035326208469346684%","shunt",3,"0.044682752457551385%","e2020",3,"0.30864197530864196%","possible",5,"0.02601930233509181%","observed",5,"0.042966857688870715%","hypothesis",5,"0.054644208826709964%","nurses",7,"0.02021443501958425%","global",8,"0.034790172432227255%","process",7,"0.021758099994216934%","disorder",11,"0.06324631693407168%","once",8,"0.03750282073462754%","genotype",9,"0.01304842439725301%","eeg",11,"0.007089456045372518%","sleep",14,"0.04104957989258225%","consists",9,"0.05333745543670073%","interview",15,"0.015052848678687357%","65",11,"0.029394323742226416%","monitoring",11,"0.05000175400813366%","target",13,"0.041568452088160096%","positive",10,"0.02908720710091402%","method",6,"0.036416534553701994%","work",6,"0.010842571995839904%","c14",2,"0.27100271002710025%","up",3,"0.05088701067685269%"
"","","","","","","24-week",1,"0.04208754208754209%","experience",1,"0.0574712643678161%","79",1,"0.18832391713747645%","","","","multicenter",2,"0.07436061222129632%","living",2,"0.035326208469346684%","clearance",3,"0.044682752457551385%","same",3,"0.10657651786684046%","5",5,"0.027833103561480464%","10",5,"0.020618798378337577%","cause",5,"0.04973082387074889%","higher",7,"0.023976806900463315%","into",8,"0.027730221819256055%","make",7,"0.022260320347578508%","0",11,"0.06966189977045421%","secondary",8,"0.040051616880511544%","among",9,"0.04091494856285953%","pharmacokinetics",11,"0.14355742721692316%","americans",14,"0.0283449800713415%","7",9,"0.03294668534058024%","normal",15,"0.03657562675169153%","assessed",11,"0.03989371358465955%","outcomes",11,"0.0375398919006674%","24",13,"0.05914640855340545%","online",10,"0.032219951223890854%","non-invasive",6,"0.021741738755938923%","participation",6,"0.0188454596929993%","8",2,"0.27100271002710025%","blind",3,"0.0911748623419104%"
"","","","","","","received",1,"0.04208754208754209%","race",1,"0.0574712643678161%","years",1,"0.18832391713747645%","","","","according",2,"0.07436061222129632%","only",2,"0.04672897196261682%","bathing",3,"0.04232496318140301%","hypercholesterolemia",3,"0.033602150537634407%","based",5,"0.030725181927335674%","demonstrated",5,"0.027359874151121868%","adas-cog",5,"0.03711231567487031%","centers",7,"0.01229889642334796%","mmse",8,"0.04839713145677309%","followed",7,"0.0546610937080213%","due",11,"0.039183186052308784%","main",8,"0.03202774341035987%","drugs",9,"0.05614052036665775%","blinded",11,"0.04599474059717042%","d",14,"0.015620687135173013%","enrolled",9,"0.035901636352075154%","0",15,"0.037747654222763063%","consent",11,"0.01785487650502948%","system",11,"0.06225296906183951%","doses",13,"0.08156040138819072%","through",10,"0.041887312042454224%","open-label",6,"0.1113141380583241%","findings",6,"0.023897737499664246%","cru",2,"0.27100271002710025%","meet",3,"0.0904782627926103%"
"","","","","","","mini",1,"0.04208754208754209%","families",1,"0.0574712643678161%","recruited",1,"0.18832391713747645%","","","","rem",2,"0.11435105774728416%","took",2,"0.03440201357512739%","allow",3,"0.05320842706439452%","agents",3,"0.05074610489357033%","findings",5,"0.05665043590740186%","reduce",5,"0.032620441116414114%","population",5,"0.06234003921096676%","dep-mci",7,"0.02608242044861763%","mental",8,"0.026217979025322167%","administered",7,"0.0667520188897635%","might",11,"0.04636526311797877%","evaluated",8,"0.0341272394254011%","center",9,"0.05052517553494396%","days",11,"0.05589409915312923%","living",13,"0.07593009805610682%","collected",9,"0.041436264621662784%","high",15,"0.07441707730955621%","stress",11,"0.03860941432773594%","design",11,"0.032786446247654526%","infusion",13,"0.051403481986827086%","while",10,"0.025081405269069126%","portion",6,"0.026572125545213366%","explore",6,"0.035771548231062746%","monitored",2,"0.1762511512645689%","criteria",3,"0.08975625081340012%"
"","","","","","","mental",1,"0.04208754208754209%","particularly",1,"0.0574712643678161%","3075",1,"0.18832391713747645%","","","","possible",2,"0.07436061222129632%","assessed",2,"0.04539091769937008%","device",3,"0.044682752457551385%","up",3,"0.10657651786684046%","plus",5,"0.04377662478221137%","compared",5,"0.05687848533908976%","dosing",5,"0.08783570432772708%","antidepressant",7,"0.02608242044861763%","randomly",8,"0.02543799585502848%","groups",7,"0.04775452137505974%","medications",11,"0.036917213265559336%","compare",8,"0.17248118016806832%","medical",9,"0.047043904691734466%","performance",11,"0.053538502565842555%","models",13,"0.03604766010427768%","magnetic",9,"0.07851481030222927%","cohorts",15,"0.022752192982456138%","adult",11,"0.03890544249318832%","asked",11,"0.03675787871632842%","behavior",13,"0.04098022402388185%","ability",10,"0.027192942083445807%","alzt-op1a",6,"0.02976190476190476%","implement",6,"0.020019207481501693%","seeks",2,"0.08149959250203749%","participate",3,"0.08560239783627695%"
"","","","","","","consists",1,"0.04208754208754209%","neglected",1,"0.0574712643678161%","aging",1,"0.18832391713747645%","","","","adas-cog",2,"0.07436061222129632%","examination",2,"0.03535489365516932%","contribute",3,"0.029552708749409535%","compare",3,"0.03178581807614066%","multicenter",5,"0.06922506712075947%","potential",5,"0.04971300582227527%","similar",5,"0.036624750910465194%","interventions",7,"0.022884141296163115%","investigational",8,"0.23827601373052842%","models",7,"0.023148503594400325%","controls",11,"0.024730732378615197%","20",8,"0.029955093990447816%","chi",9,"0.021134202183867558%","evaluation",10,"0.042689092659408845%","investigate",13,"0.15433594677580592%","levels",9,"0.06702305307587071%","adrd",15,"0.018525391473266106%","cocoa",11,"0.022067083935162896%","social",11,"0.04878009303266564%","effectiveness",13,"0.10205878041161497%","progression",10,"0.06686719338982455%","where",6,"0.026419569000219432%","discussed",6,"0.008240852653554554%","through",2,"0.08149959250203749%","neither",3,"0.08602243491154946%"
"","","","","","","tasks",1,"0.04208754208754209%","field",1,"0.0574712643678161%","body",1,"0.18832391713747645%","","","","individuals",2,"0.03437016669530847%","vital",2,"0.03440201357512739%","pivotal",3,"0.029552708749409535%","barrier",3,"0.033602150537634407%","medications",5,"0.10039783320585613%","techniques",5,"0.05920802861343562%","inflammation",5,"0.10375136514954145%","ghrh",7,"0.03367003367003367%","loss",8,"0.031908299082363846%","complete",7,"0.041016672598524456%","analyses",11,"0.03162271296905003%","reserve",8,"0.03034786237244414%","characteristics",9,"0.06483371201213212%","protocol",10,"0.04238333804989655%","shown",13,"0.029356696760565716%","d",9,"0.10996761026468979%","goal",14,"0.10312978543443269%","diagnosis",10,"0.08876368536621604%","music",11,"0.06677763751342193%","without",13,"0.022942947852982946%","could",10,"0.03872573877853834%","consists",6,"0.024622943004947506%","questions",6,"0.008240852653554554%","verbal",2,"0.08149959250203749%","nor",3,"0.08602243491154946%"
"","","","","","","assess",1,"0.04208754208754209%","there",1,"0.0574712643678161%","composition",1,"0.18832391713747645%","","","","such",2,"0.03437016669530847%","adas-cognitive",2,"0.04672897196261682%","continue",3,"0.07227138136704604%","total",3,"0.033602150537634407%","those",5,"0.03707954159205694%","overall",5,"0.02832168304032438%","rate",5,"0.05478125572317095%","improvement",6,"0.031325865905984275%","involved",8,"0.07017587076494261%","controlled",7,"0.05611335544945694%","falls",11,"0.0217192560532356%","present",7,"0.07623577964899851%","based",9,"0.08954063130273822%","designed",10,"0.10709086660906345%","magnetic",13,"0.08277426782178814%","problems",9,"0.027946667733165457%","progression",14,"0.030572685757318682%","however",10,"0.04876104265903672%","positive",10,"0.0387977712818189%","administration",13,"0.05101230706782411%","arm",10,"0.033420074099440054%","given",6,"0.019045271555269888%","experiences",6,"0.028510498798022022%","biomarkers",2,"0.08149959250203749%","know",3,"0.08602243491154946%"
"","","","","","","european",1,"0.04208754208754209%","strong",1,"0.0574712643678161%","abc",1,"0.18832391713747645%","","","","stop",2,"0.03437016669530847%","but",2,"0.059335709002891146%","ii",3,"0.044682752457551385%","concentrations",3,"0.033602150537634407%","routine",5,"0.025004424854854868%","atrophy",5,"0.018592167437469557%","benefits",5,"0.0371863150513072%","objectives",6,"0.014803982385996393%","system",8,"0.019954858476655405%","once",7,"0.05102076417484549%","families",11,"0.025306917731586838%","measured",7,"0.06812263860236416%","prevalence",9,"0.04393809557287268%","multicenter",10,"0.0981714121010537%","complete",13,"0.039630901660754767%","goal",9,"0.06911085179925461%","metabolism",14,"0.03603457898815003%","distress",10,"0.01606176035083867%","done",10,"0.03888043370839419%","controlled",13,"0.03762885181700836%","current",10,"0.05867657334786944%","develop",6,"0.08825333876564084%","guide",6,"0.016836914473210597%","inflammatory",2,"0.08149959250203749%","receiving",3,"0.13660761345423644%"
"","","","","","","euro-adas-cog",1,"0.04208754208754209%","emphasis",1,"0.0574712643678161%","during",1,"0.18832391713747645%","","","","alpha-tocopherol",2,"0.03437016669530847%","end",2,"0.04060586529165324%","subjects",3,"0.039860164087647636%","nia",3,"0.06385696040868455%","laboratory",5,"0.05512852432841555%","naa",5,"0.012742099898063202%","either",5,"0.045790505476464426%","investigate",6,"0.1005036569125315%","significantly",8,"0.01836941162805142%","effectiveness",7,"0.08666478261358018%","understand",11,"0.023766121405828237%","goal",7,"0.04248203403037751%","investigational",9,"0.06342140218328343%","consent",10,"0.011696836020885011%","plasma",13,"0.04260363479946826%","response",9,"0.022314707208821106%","outcome",14,"0.02925828826654791%","pain",10,"0.054470285594313134%","being",10,"0.04101556287644547%","potential",13,"0.014704569542109185%","structural",10,"0.06660854399020004%","efficacy",6,"0.09397351316782447%","semi-structured",6,"0.03348013923948979%","parameters",2,"0.08149959250203749%","15",3,"0.1034352409950496%"
